source_id,source_group,ok,status_code,evidence_count,robots_blocked,error,url
numerospam_province_cantabria,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/cantabria,https://numerospam.es/prefijos/es/cantabria
numerospam_province_castellon,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/castellon,https://numerospam.es/prefijos/es/castellon
numerospam_province_ciudad-real,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/ciudad-real,https://numerospam.es/prefijos/es/ciudad-real
numerospam_province_cordoba,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/cordoba,https://numerospam.es/prefijos/es/cordoba
numerospam_province_cuenca,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/cuenca,https://numerospam.es/prefijos/es/cuenca
numerospam_province_girona,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/girona,https://numerospam.es/prefijos/es/girona
numerospam_province_granada,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/granada,https://numerospam.es/prefijos/es/granada
numerospam_province_guadalajara,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/guadalajara,https://numerospam.es/prefijos/es/guadalajara
numerospam_province_guipuzcoa,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/guipuzcoa,https://numerospam.es/prefijos/es/guipuzcoa
numerospam_province_huelva,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/huelva,https://numerospam.es/prefijos/es/huelva
numerospam_province_huesca,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/huesca,https://numerospam.es/prefijos/es/huesca
numerospam_province_islas-baleares,numerospam,0,,0,0,HTTPError: 525 Server Error: <none> for url: https://numerospam.es/prefijos/es/islas-baleares,https://numerospam.es/prefijos/es/islas-baleares
